Scheme,DXCC,Reference,Name,Type,Lat,Long,Locator
UKBOTA,223,B/G-2379,Levesden Airfield Ground Defences,WW2 Pillbox,51.685945,-0.431,IO91SQ
UKBOTA,223,B/G-2380,Bernards Heath Shelter Tunnels,WW2 Pillbox,51.761431,-0.329799,IO91US
UKBOTA,223,B/G-2381,Fort Halstead bomb chamber,AWRE Bomb Chamber,51.311867,0.14985833,JO01BH
UKBOTA,223,B/G-2382,Dawsmere Beach Defence bunkers,Beach Defences,52.86864,0.150646,JO02BU
UKBOTA,223,B/G-2383,Wragby Town Pillbox,WW2Pillbox,53.287063,-0.303035,IO93UG
UKBOTA,223,B/G-2384,ROF Chorley (Filling Factory No1),Munitions Filling Factory,53.674874,-2.658669,IO83QQ
UKBOTA,223,B/G-2385,Lucas Green LAA Gun Emplacement,LAA Battery,53.682311,-2.633568,IO83QQ
UKBOTA,223,B/G-2386,Horbury Gas Decontamination Centre,WW2 Gas Decontamination Unit,53.6612,-1.5593,IO93FP
UKBOTA,223,B/G-2387,Denham Aerodrome blast shelter,WW2 Blast Shelter,51.587107,-0.51035,IO91RO
UKBOTA,223,B/G-2388,Foulness Island magazine,AWRE Magazine,51.589322,0.84989444,JO01KO
UKBOTA,223,B/G-2389,Bletchley Park (Mansion House Air-Raid Shelter),WW2 Air Raid Shelter,51.996564,-0.743134,IO91PX
UKBOTA,223,B/G-2390,ROF Heapey pillbox,Munitions Depot,53.677993,-2.591009,IO83QQ
UKBOTA,223,B/G-2391,Rishton Pillbox,Pillbox,53.776465,-2.400103,IO83TS
UKBOTA,223,B/G-2392,RAF Fulbeck Defensive Cluster,Defensive Cluster,53.049199,-0.651114,IO93QB
UKBOTA,223,B/G-2393,RAF Elsham Wolds Bomb Stores,Bomb Stores,53.6159319,-0.41743755,IO93SO
UKBOTA,223,B/G-2394,RAF Elsham Wolds Defensive Cluster,Defensive Cluster,53.607872,-0.417395,IO93SO
UKBOTA,223,B/G-2395,RAF Elsham Wolds LAA Site,LAA Site,53.604339,-0.412043,IO93TO
UKBOTA,223,B/G-2396,RAF Elsham Wold Communal Site Defensive Cluster,Defensive Cluster,53.599238,-0.409744,IO93TO
UKBOTA,223,B/G-2397,RAF Siloth Ground Defence Bunker,Ground Defence Bunker Cluster,54.868611,-3.354722,IO84HU
UKBOTA,223,B/G-2398,RAF Dettling Ground Defence,Ground Defence Bunker Cluster,51.305758,0.598203,JO01HH
UKBOTA,223,B/G-2399,Foulness Island bunker,AWRE Control Bunker,51.586828,0.86714722,JO01KO
UKBOTA,223,B/G-2400,RAF South Cerney Air-raid Shelter Cluster,Air Raid Shelter,51.690957,-1.931583,IO91AQ
UKBOTA,223,B/G-2401,RAF South Cerney Pillbox TYPE FW3/22,Pillbox,51.683198,-1.924069,IO91AQ
UKBOTA,223,B/G-2402,Sleaford Civil Air Raid Shelter,WW2 Air Raid Shelter,53.002777,-0.404898,IO93TA
UKBOTA,223,B/G-2403,Donnington High Bridge Pillbox,WW2 Pillbox,52.905861,-0.256026,IO92UV
UKBOTA,223,B/G-2404,Helpringham Auxilary Unit Operational Base,Auxilary Unit (Resistance) Base,52.934695,-0.317173,IO92UW
UKBOTA,223,B/G-2405,Swineshead Bridge Auxilary Unit Operational Base,Auxilary Unit (Resistance) Base,52.96642,-0.211704,IO92VX
UKBOTA,223,B/G-2406,New Hammond Beck Auxilary Unit Operational Base,Auxilary Unit (Resistance) Base,52.965705,-0.107496,IO92WX
UKBOTA,223,B/G-2407,Quadring Auxilary Unit Operational Base,Auxilary Unit (Resistance) Base,52.884391,-0.13928,IO92WV
UKBOTA,223,B/G-2408,Kirton Auxiliary Unit Operational Base,Auxilary Unit (Resistance) Base,52.91761,-0.079845,IO92XW
UKBOTA,223,B/G-2409,Emley Bombing Decoy site,Civil Bombing Decoy,53.62,-1.61,IO93EO
UKBOTA,223,B/G-2410,Little Heath chemical bunker,Chemical Filling Station,52.368079,0.71959019,JO02II
UKBOTA,223,B/G-2411,Heavy Anti Aircraft Battery Leeds H29,HAA Battery,53.6296,-1.505489,IO93FP
UKBOTA,223,B/G-2412,Heavy Anti Aircraft Battery Leeds H13,HAA Battery,53.649615,-1.633795,IO93EP
UKBOTA,223,B/G-2413,Heavy Anti Aircraft Battery Leeds H31,HAA Battery,53.5734,-1.824448,IO93CN
UKBOTA,223,B/G-2414,Siloth Ammo Bunker,WW2 Storage bunker,54.882222,-3.364167,IO84HV
UKBOTA,223,B/G-2415,Siloth Pillbox,WW2 ground defences,54.868611,-3.354722,IO84HU
UKBOTA,223,B/G-2416,Pilling Beach Defence Battery Cluster,Beach Defence Battery,53.94151,-2.941034,IO83MW
UKBOTA,223,B/G-2418,RAF Tibenham bomb dump,Bomb Dump,52.459017,1.1495519,JO02NL
UKBOTA,223,B/G-2419,Lords Bridge chemical bunker,Chemical Filling Station,52.164422,0.030738889,JO02AD
UKBOTA,223,B/G-2420,Cricklade Pillbox Type FW3/28A,WW2 Ground Defence,51.645894,-1.827601,IO91CP
UKBOTA,223,B/G-2421,Lords Bridge Bomb Store,Bomb Store,52.165904,0.03683567,JO02AD
UKBOTA,223,B/G-2422,Hadley Ammunition Store,Former NATO Ammunition Store,52.049327,0.95465995,JO02LB
UKBOTA,223,B/G-2423,Farleigh Down tunnels,Ammunition Tunnels,51.405305,-2.2901385,IO81UJ
UKBOTA,223,B/G-2424,Ditton Priors RN bunker,RN Armament Depot,52.492763,-2.5630331,IO82RL
UKBOTA,223,B/G-2425,Gaydon Cold War Bomb Store,Cold War Bomb Store,52.186839,-1.5347493,IO92FE
UKBOTA,223,B/G-2426,Swynnerton Royal Ordnance,Filling Factory,52.899415,-2.2278535,IO82VV
UKBOTA,223,B/G-2427,RAF Spadeadam test sands bunker,ICBM Test Stands,55.061941,-2.5947368,IO85QB
UKBOTA,223,B/G-2428,RAF Westcott bunker,Rocket Propulsion Labs (Former),51.847232,-0.97104549,IO91MU
UKBOTA,223,B/G-2429,RAF Bungay bomb dump,Bomb Dump,52.422894,1.4257167,JO02RK
UKBOTA,223,B/G-2430,BBC Ottringham bunker,BBC Bunker,53.698542,-0.069101751,IO93XQ
UKBOTA,223,B/G-2431,BBC Brinklow Heath bunker,BBC Transmitter Bunker,52.395172,-1.3910499,IO92HJ
UKBOTA,223,B/G-2432,BBC Wood Norton bunker,BBC Bunker,52.123665,-1.9783129,IO92AC
UKBOTA,223,B/G-2433,St Margret's Bay Repeater Station,Telecomms Bunker,51.150008,1.3784368,JO01QD
UKBOTA,223,B/G-2434,Wentworth GHQ bunker and tunnels,Home Forces GHQ WW2 Bunker & Tunnels,51.399718,-0.5896098,IO91QJ
UKBOTA,223,B/G-2435,RAF Wendling Bomb Store,Bomb Store,52.699833,0.82690358,JO02JQ
UKBOTA,223,B/G-2436,RAF Foulsham Bomb Store,Bomb Store,52.79896,0.99708438,JO02LT
UKBOTA,223,B/G-2437,RAF Dunmow Bomb Store,Bomb Store,51.886962,0.32384455,JO01DV
UKBOTA,223,B/G-2438,RAF Kimbolton Bomb Store,Bomb Store,52.310158,-0.39265931,IO92TH
UKBOTA,223,B/G-2439,RAF Shipdam Bomb Store,Bomb Store,52.624714,0.92039167,JO02LO
UKBOTA,223,B/G-2440,Needles Radar Station,CH Bunker,50.661614,-1.5752913,IO90FP
UKBOTA,223,B/G-2441,Mickleburgh Hill BHQ,Army BHQ,52.944346,1.124145,JO02NW
UKBOTA,223,B/G-2442,Cromer Section Post,Section Post,52.930825,1.2857206,JO02PW
UKBOTA,223,B/G-2443,"Abby Farm, Bacton, section post",Section Post,52.845532,1.4832951,JO02RU
UKBOTA,223,B/G-2444,Happisburgh CHL,Chain Home Low Radar,52.827639,1.5147551,JO02ST
UKBOTA,223,B/G-2445,Pakefield Coastal Battery,Coastal Battery,52.459558,1.740929,JO02UL
UKBOTA,223,B/G-2446,Great Yarmouth Coastal Battery,Coastal Battery,52.630497,1.7387658,JO02UP
UKBOTA,223,B/G-2447,East Garton Bunker,WW2 Unknown,53.794893,-0.046979897,IO93XT
UKBOTA,223,B/G-2448,Holme next to sea Bunker,WW2 Unknown,52.974732,0.54776362,JO02GX
UKBOTA,223,B/G-2449,RAF Great Messingham,Bomb Store,52.785436,0.67764444,JO02IS
UKBOTA,223,B/G-2450,Barcombe Mills Bunker,WW2 Unknown,50.91539,0.036819204,JO00AV
UKBOTA,223,B/G-2451,Ryde Coastal Battery,Coastal Battery,50.72618,-1.1306633,IO90KR
UKBOTA,223,B/G-2452,Nodes Point Coastal Battery,Coastal Battery,50.704865,-1.1008227,IO90KQ
UKBOTA,223,B/G-2453,Culver Down Coastal Battery,Coastal Battery,50.666537,-1.1007482,IO90KP
UKBOTA,223,B/G-2454,Culver Down CH Low,CH Low,50.67081,-1.1174075,IO90KQ
UKBOTA,223,B/G-2455,Yaverland Fort battery,Coastal Battery,50.664083,-1.1305649,IO90KP
UKBOTA,223,B/G-2456,Brighstone Sect Post / CP,CP & Sect Post Cluster,50.6367512,-1.409898,IO90HP
UKBOTA,223,B/G-2457,Fort Warden Coastal Battery,Coastal Battery,50.686974,-1.541933,IO90FQ
UKBOTA,223,B/G-2458,Cliff End Coastal Battery,Coastal Battery Cluster,50.7000389,-1.5333438,IO90FQ
UKBOTA,223,B/G-2459,Fort Victoria Coastal Battery,Coastal Battery,50.706396,-1.522918,IO90FQ
UKBOTA,223,B/G-2460,RAF North Creake Bomb Store,Bomb Store,52.917575,0.82295278,JO02JW
UKBOTA,223,B/G-2461,Bouldnor Forest Coastal Battery,Coastal Battery,50.710005,-1.464746,IO90GR
UKBOTA,223,B/G-2462,Nunwell House bukner,Home Guard HQ,50.683189,-1.157749,IO90KQ
UKBOTA,223,B/G-2463,Robin Hill Aux Base,Aux Unit Base,50.685695,-1.244475,IO90JQ
UKBOTA,223,B/G-2464,Ryde Aux Base,Aux Unit Base,50.73034,-1.163435,IO90KR
UKBOTA,223,B/G-2465,Whitwell Aux Base,Aux Unit Base,50.60994,-1.2594473,IO90IO
UKBOTA,223,B/G-2466,Ningwood Aux Base,Aux Unit Base,50.700134,-1.4337078,IO90GQ
UKBOTA,223,B/G-2467,Airfield Battle HQ - RAF Thurleigh,WW2 Airfield Battle HQ,52.235975,-0.48066,IO92SF
UKBOTA,223,B/G-2468,RAF Abingdon Bomb Store,Bomb Store,51.696954,-1.3088751,IO91IQ
UKBOTA,223,B/G-2469,RAF Woodhall Spa Stanton Shelter,WW2 Airfield Defences,53.14294467,-0.17921448,IO93VD
UKBOTA,223,B/G-2470,RAF Bardney Thor Missile Control Bunker,Cold War Bunker,53.22675114,-0.292629,IO93UF
UKBOTA,223,B/G-2471,RAF Halesworth Bomb Store,Bomb Store,52.357533,1.5380556,JO02SI
UKBOTA,223,B/G-2472,RAF Coleby Grange Thor Missile Control Bunker,Cold War Bunker,53.13057731,-0.49779654,IO93SD
UKBOTA,223,B/G-2473,RAF Binbrook Bomb Stores,Bomb Stores,53.4508003,-0.19749641,IO93VK
UKBOTA,223,B/G-2474,RAF Caistor Thor Missile Control Bunker,Cold War Bunker,53.50729397,-0.36689401,IO93TM
UKBOTA,223,B/G-2475,RAF Hemswell Thor Missile Control Bunker,Cold War Bunker,53.40760041,-0.58195353,IO93RJ
UKBOTA,223,B/G-2476,RAF Woodhall Spa Bloodhound Missile Servicing Bunker,Cold War Bunker,53.13720715,-0.19861221,IO93VD
UKBOTA,223,B/G-2477,RAF Bardney Bomb Stores,Bomb Stores,53.23187624,-0.28463602,IO93UF
UKBOTA,223,B/G-2478,RAF Metheringham Bomb Stores,Bomb Stores,53.13968503,-0.35415888,IO93TD
UKBOTA,223,B/G-2479,RAF North Cotes Bloodhound Missile Control Bunker cluster,Cold War Bunker,53.5059284,0.064373,JO03AM
UKBOTA,223,B/G-2480,RAF Leiston Ammo Dump,Bomb Store,52.217244,1.5589444,JO02SF
UKBOTA,223,B/G-2481,RAF Dunholme Lodge Bloodhound Missile Control Bunker #1,Cold War Bunker,53.28979277,-0.51424384,IO93RG
UKBOTA,223,B/G-2482,RAF Barkston Heath Bloodhound Missile Control Bunker #1,Cold War Bunker,52.966734,-0.560281,IO92RX
UKBOTA,223,B/G-2483,RAF Scampton WW2 Bomb Stores,Bomb Stores,53.31892832,-0.56051731,IO93RH
UKBOTA,223,B/G-2484,RAF Scampton Cold War Bomb Stores,Bomb Stores,53.31418541,-0.5526638,IO93RH
UKBOTA,223,B/G-2485,RAF Waddington Cold War Bomb Stores,Bomb Stores,53.17403237,-0.50736666,IO93RE
UKBOTA,223,B/G-2486,RAF Skellingthorpe Bomb Stores,Bomb Stores,53.21975933,-0.61422586,IO93QF
UKBOTA,223,B/G-2487,RAF Goxhill Airfield Defence Post,WW2 Airfield Defences,53.68496,-0.318023,IO93UQ
UKBOTA,223,B/G-2488,Donnington-on-Bain Aux Unit Operating Base,WW2 Aux OB,53.325281,-0.162193,IO93WH
UKBOTA,223,B/G-2489,Chain Home Stenigot Defensive Cluster,WW2 Airfield Defences,53.32738733,-0.11509895,IO93WH
UKBOTA,223,B/G-2490,RAF Framlingham Bomb Store,Bomb Store,52.194636,1.4203778,JO02RE
UKBOTA,223,B/G-2491,RAF Faldingworth Cold War Weapon Prep Bunker D1,Bomb Stores,53.35368928,-0.45276225,IO93SI
UKBOTA,223,B/G-2492,RAF Faldingworth Cold War Weapon Store Cluster,Bomb Stores,53.35168165,-0.45892596,IO93SI
UKBOTA,223,B/G-2493,Woodhall Spa Air Raid Shelter Cluster,WW2 Airfield Defences,53.14943104,-0.21674395,IO93VD
UKBOTA,223,B/G-2494,Metheringham WW2 Railway Control Centre,WW2 Control Centre,53.139308,-0.392648,IO93TD
UKBOTA,223,B/G-2495,Digby LAA Battery,Battery Command Post,53.082864,-0.371146,IO93TB
UKBOTA,223,B/G-2496,Gayton Le Wold AA Battery #1,Battery Command Post,53.354,-0.143,IO93WI
UKBOTA,223,B/G-2497,Gayton Le Wold AA Battery #2,Battery Command Post,53.351,-0.158,IO93WI
UKBOTA,223,B/G-2498,RAF Waddington WW2 Bomb Stores,Bomb Stores,53.16467466,-0.51844954,IO93RD
UKBOTA,223,B/G-2499,RAF Goxhill WW2 Bomb Stores,Bomb Stores,53.68494708,-0.30952692,IO93UQ
UKBOTA,223,B/G-2500,No 5 Group HQ - St Vincents Hall,Group HQ,52.9051,-0.6265,IO92QV
UKBOTA,223,B/G-2501,West Pinchbeck Pillbox,WW2 Pillbox,52.803852,-0.220613,IO92VT
UKBOTA,223,B/G-2502,Spalding Pillbox Cluster,WW2 Pillbox,52.779498,-0.177887,IO92VS
UKBOTA,223,B/G-2503,Creeton Pillbox,WW2 Pillbox,52.771364,-0.499034,IO92SS
UKBOTA,223,B/G-2504,Ruskington Decoy Airfield Q21(a) Control Bunker,Decoy Airfield Bunker,53.048,-0.344,IO93TB
UKBOTA,223,B/G-2505,Shorts Corner Pillbox,WW2 Pillbox,53.056932,-0.042124,IO93XB
UKBOTA,223,B/G-2506,RAF Folkingham Blast Shelter Cluster,Blast Shelter,52.869209,-0.43234,IO92SU
UKBOTA,223,B/G-2507,Spalding Air Raid Shelter Cluster,Air Raid Shelter,52.787542,-0.150387,IO92WS
UKBOTA,223,B/G-2508,Weston Pillbox Cluster,WW2 Pillbox,52.820454,-0.074654,IO92XT
UKBOTA,223,B/G-2509,Sutterton Wigtoft Road Pillbox,WW2 Pillbox,52.90562,-0.100409,IO92WV
UKBOTA,223,B/G-2510,Sutterton Station Road Pillbox,WW2 Pillbox,52.899172,-0.089131,IO92WV
UKBOTA,223,B/G-2511,Sutterton Church Lane Pillbox,WW2 Pillbox,52.901098,-0.077921,IO92XV
UKBOTA,223,B/G-2512,Boston Skirbeck Pillbox,WW2 Pillbox,52.964911,-0.027083,IO92XX
UKBOTA,223,B/G-2513,RAF Coleby Grange Bomb Stores,WW2 Bomb Stores,53.13436224,-0.48760414,IO93SD
UKBOTA,223,B/G-2514,RAF Coleby Grange Defensive Cluster,Blast Shelter,53.125521,-0.484748,IO93SD
UKBOTA,223,B/G-2515,Gosport Borough Council Nuclear Bunker,Cold War Bunkers,50.786769,-1.168819,IO90JS
UKBOTA,223,B/G-2516,Gosport WW2 ARP Bunker,Civil Defence Control Centre,50.789256,-1.149759,IO90KS
UKBOTA,223,B/G-2517,Greystone Bridge,Auxiliary Unit OB,50.59268,-4.312519,IO70UO
UKBOTA,223,B/G-2518,Polshilsa House,Auxiliary Unit OB,50.53018,-4.334438,IO70TM
UKBOTA,223,B/G-2519,"Daws Hill Plantation, Plusha.",Auxiliary Unit OB,50.58733,-4.463714,IO70SO
UKBOTA,223,B/G-2520,Old quarry at Kersbrook Farm,Auxiliary Unit OB,50.555842,-4.392374,IO70TN
UKBOTA,223,B/G-2521,Willoughby Walk Decoy Airfield Q171(a) Control Bunker,Decoy Airfield Bunker,52.956,-0.461,IO92SW
UKBOTA,223,B/G-2522,Swinstead Decoy Airfield Q133(b) Control Bunker,Decoy Airfield Bunker,52.8,-0.49,IO92ST
UKBOTA,223,B/G-2523,Swayfield Decoy Airfield Q/K33(a) Control Bunker,Decoy Airfield Bunker,52.787217,-0.552316,IO92RS
UKBOTA,223,B/G-2524,RAF North Witham Blaster Shelter Cluster,Blast Shelter Cluster,52.792,-0.6,IO92QT
UKBOTA,223,B/G-2525,Castle Bitham Pillbox,WW2 Pillbox,52.765206,-0.570021,IO92RS
UKBOTA,223,B/G-2526,Heavy Anti Aircraft Battery Leeds H27,HAA Battery,53.707836,-1.512154,IO93FQ
UKBOTA,223,B/G-2527,Starfish Bombing Decoy Sf23a,Bombing Decoy,53.641,-1.44,IO93GP
UKBOTA,223,B/G-2528,HAA Battery Sheffield H17,HAA Battery,53.51611,-1.302659,IO93IM
UKBOTA,223,B/G-2529,Lees A635 Pillbox,WW2 Pillbox,53.538798,-1.974426,IO93AM
UKBOTA,223,B/G-2530,Weston Auxiliary Unit Operational Base,Auxiliary Unit OB,52.80317,-0.064122,IO92XT
UKBOTA,223,B/G-2531,Crowland Auxiliary Unit Operational Base,Auxiliary Unit OB,52.672484,-0.157173,IO92WQ
UKBOTA,223,B/G-2532,River Welland Pillbox Cluster,Pillbox,52.66608,-0.215955,IO92VP
UKBOTA,223,B/G-2533,Maxey Bombing Decoy Airfield Control Bunker,Decoy Airfield Bunker,52.660099,-0.313334,IO92UP
UKBOTA,223,B/G-2534,Sovereign House SRHQ 4.2,Regional Government Bunker,51.793876,-0.079505,IO91XT
UKBOTA,223,B/G-2535,De Havilland Bunker Room,Air Raid Shelter and Bunker,51.766377,-0.237381,IO91VS
UKBOTA,223,B/G-2536,Lower Darwen Mill,Group of Air Raid Shelters,53.718839,-2.480247,IO83SR
UKBOTA,223,B/G-2537,Oswaldtwistle Moor Bombing Decoy,Bombing Decoy,53.707407,-2.403851,IO83TQ
UKBOTA,223,B/G-2538,Blackburn Royal Ordnance Factory,ROF and Pillboxes,53.721964,-2.464111,IO83SR
UKBOTA,223,B/G-2539,Haslingden Bombing Decoy,Bombing Decoy,53.71,-2.361,IO83TR
UKBOTA,223,B/G-2540,Hoghton Bombing Decoy,Bombing Decoy,53.740166,-2.573031,IO83RR
UKBOTA,223,B/G-2541,Slaithwaite Bombing Decoy,Bombing Decoy,53.618,-1.938,IO93AO
UKBOTA,223,B/G-2542,RAF Market Stainton Ammunition Depot,Ammunition Depot,53.30454414,-0.15322924,IO93WH
UKBOTA,223,B/G-2543,Alwalton Bombing Decoy,Bombing Decoy,52.54,-0.303,IO92UM
UKBOTA,223,B/G-2544,Hartley Pillbox,WW2 Pillbox,55.074606,-1.46533,IO95GB
UKBOTA,223,B/G-2545,Browsnea Island Bunker,Decoy Bunker?,50.68931,-1.979704,IO90AQ
UKBOTA,223,B/G-2546,Kirby Lonsdale Pillbox,WW2 Pillbox,54.1975,-2.587042,IO84QE
UKBOTA,223,B/G-2547,Blitterlees artillery range bunker,artillery range bunker,54.858039,-3.4009856,IO84HU
UKBOTA,223,B/G-2548,RAF Bruntingthorpe Airfield Battle HQ,ABHQ,52.4987,-1.1090863,IO92KL
UKBOTA,223,B/G-2549,Sandown Barrack Battery,HAA Battery,50.650348,-1.1608766,IO90KP
UKBOTA,223,B/G-2550,Hatherwood Battery,HAA Battery,50.671016,-1.5666593,IO90FQ
UKBOTA,223,B/G-2551,RAF Cranwell Defensive Cluster,Defensive Cluster,53.033042,-0.50911,IO93RA
UKBOTA,223,B/G-2552,RAF Harpur Hill Machine Gun Bunker,WW2 Defensive Bunker,53.215972,-1.907166,IO93BF
UKBOTA,223,B/G-2553,RAF Harpur Hill Underground Munitions Store(s),WW2 Storage bunker,53.23132,-1.912596,IO93BF
UKBOTA,223,B/G-2554,Nunwell House,Home Guard HQ,50.683189,-1.157749,IO90KQ
UKBOTA,223,B/G-2555,Solent Fort 1 (Spitbank),WW2 Fortified Naval Location,50.770422,-1.099033,IO90KS
UKBOTA,223,B/G-2556,Solent Fort 2 (Horse Sand),WW2 Fortified Naval Location,50.749662,-1.07233,IO90LR
UKBOTA,223,B/G-2557,Solent Fort 3 (No Man's Land),WW2 Fortified Naval Location,50.73992,-1.095179,IO90KR
UKBOTA,223,B/G-2558,Aux Patrol Base,Auxiliary Unit OB,50.795686,-0.756158,IO90OT
UKBOTA,223,B/G-2559,Aux Unit OP Folkington Wood,Auxiliary Unit OB,50.812939,0.201638,JO00CT
UKBOTA,223,B/G-2560,Special Duties Out Station,Auxiliary Unit OB,50.830309,0.280563,JO00DT
UKBOTA,223,B/G-2561,Fritton Pillbox Cluster,WW2 Pillbox,52.53449796,1.62631989,JO02TM
UKBOTA,223,B/G-2562,Appledore Bridge Pillbox,Pillbox,51.027633,0.789707,JO01JA
UKBOTA,223,B/G-2563,Ashendon Air Raid Cluster,Air Raid Shelter,51.832901,-0.965323,IO91MT
UKBOTA,223,B/G-2564,Ashford Pillbox Cluster,Pillbox,51.109356,0.86585,JO01KC
UKBOTA,223,B/G-2565,Barrow Haven HAA Site H27,Anti Aircraft Battery,53.694394,-0.401817,IO93TQ
UKBOTA,223,B/G-2566,Belton Pillbox,Pill Box,52.562161,1.64536,JO02TN
UKBOTA,223,B/G-2567,Bremhill Bridge Fuel Depot,WW2 Fuel Depot,51.586978,-1.839442,IO91BO
UKBOTA,223,B/G-2568,Browston Pillbox Cluster,Pillbox Cluster,52.54788763,1.68459892,JO02UN
UKBOTA,223,B/G-2569,Burnham Minefield Control Tower,Minefield Control Tower,51.624965,0.912059,JO01KO
UKBOTA,223,B/G-2570,Dymchurch Redoubt Cluster,WW2 Bunker,51.049005,1.036711,JO01MB
UKBOTA,223,B/G-2571,Filey Brigg Pillbox,Pillbox,54.215143,-0.279982,IO94UF
UKBOTA,223,B/G-2572,Fort Amherst magazine,Ammunition store,51.38721553,0.5247583971,JO01GJ
UKBOTA,223,B/G-2573,Fort Borstal magazine,Ammunition store,51.37051908,0.4888177179,JO01FI
UKBOTA,223,B/G-2574,Fort Horsted magazine,Ammunition store,51.35787521,0.5136670543,JO01GI
UKBOTA,223,B/G-2575,Gillkicker Point and battery bunker,Military bunkers,50.77395,-1.14092,IO90KS
UKBOTA,223,B/G-2576,Goxhill HAA Site E / H25,Anti Aircraft Battery,53.707328,-0.296922,IO93UQ
UKBOTA,223,B/G-2577,Grain Land Fort magazine,Ammunition store,51.45734714,0.7192828835,JO01IK
UKBOTA,223,B/G-2578,Humber HAA Battery H22,Anti Aircraft Battery,53.623367,-0.199164,IO93VO
UKBOTA,223,B/G-2579,Humber HAA Battery L,Anti Aircraft Battery,53.624997,-0.215389,IO93VO
UKBOTA,223,B/G-2580,Immingham Coast Defence Minefield Radar Control Tower,Minefield Radar Tower,53.624015,-0.174156,IO93VO
UKBOTA,223,B/G-2581,LAA Battery - Filey,LAA Battery,54.217594,-0.270258,IO94UF
UKBOTA,223,B/G-2582,Laytonstone Factory,WW2 Factory,51.568578,0.008865,JO01AN
UKBOTA,223,B/G-2583,Longbridge Shadow Factory,WW2 Factory,52.389636,-1.989329,IO92AJ
UKBOTA,223,B/G-2584,Mavis Enderby Aux Op Base,Aux Op Base,53.17089,0.043665,JO03AE
UKBOTA,223,B/G-2585,Military Canal Pillbox,Pillbox,51.036268,0.794627,JO01JA
UKBOTA,223,B/G-2586,New Holland Public Air Raid Shelter Cluster #1,Air Raid Shelter,53.70031432,-0.3601563,IO93TQ
UKBOTA,223,B/G-2587,New Holland Public Air Raid Shelter Cluster #2,Air Raid Shelter,53.69559961,-0.36279291,IO93TQ
UKBOTA,223,B/G-2588,New Holland Public Air Raid Shelter Cluster #3,Air Raid Shelter,53.6941735,-0.36154568,IO93TQ
UKBOTA,223,B/G-2589,Pirbright Pillbox Cluster,Pillbox,51.296966,-0.680187,IO91PH
UKBOTA,223,B/G-2590,RAF Cranfield Pillboxes,Pillbox,52.062082,-0.625418,IO92QB
UKBOTA,223,B/G-2591,RAF Dunholme ABHQ,Air Battle HQ,53.293936,-0.510996,IO93RH
UKBOTA,223,B/G-2592,RAF Dunholme Bomb Stores,Bomb Stores,53.28436993,-0.50507069,IO93RG
UKBOTA,223,B/G-2593,RAF Dunholme Lodge Bloodhound Missile Control Bunker #2,Cold War Bunker,53.28782703,-0.51457107,IO93RG
UKBOTA,223,B/G-2594,RAF Folkingham Bomb Stores,Bomb Stores,52.85158828,-0.43395996,IO92SU
UKBOTA,223,B/G-2595,RAF Killingholme Bomb Stores,Bomb Stores,53.63769217,-0.30268192,IO93UP
UKBOTA,223,B/G-2596,RAF Strubby Bomb Stores,Bomb Stores,53.31290345,0.16900063,JO03CH
UKBOTA,223,B/G-2597,RAF Strubby Defensive Cluster,Defensive Cluster,53.295283,0.163932,JO03BH
UKBOTA,223,B/G-2598,RAF Wickenby Bomb Stores,Bomb Stores,53.30069728,-0.3763032,IO93TH
UKBOTA,223,B/G-2599,RAF Wittering Bomb Stores,Bomb Stores,52.59481056,-0.51331043,IO92RO
UKBOTA,223,B/G-2600,RAF Wittering Cold War Bomb Stores,Bomb Stores,52.60409659,-0.50341845,IO92RO
UKBOTA,223,B/G-2601,Reigate Fort Magazine,Military Bunker,51.254058,-0.199688,IO91VG
UKBOTA,223,B/G-2602,Royston Civil Air Raid Shelter,Air Raid Shelter,53.600616,-1.452944,IO93GO
UKBOTA,223,B/G-2603,Scunthorpe HAA Site H5,Anti Aircraft Battery,53.55709,-0.64536,IO93QN
UKBOTA,223,B/G-2604,Scunthorpe HAA Site H8,Anti Aircraft Battery,53.678282,-0.587412,IO93QQ
UKBOTA,223,B/G-2605,Sheerness bunkers,WW2 Bunker,51.444683,0.75236,JO01JK
UKBOTA,223,B/G-2606,Skendleby Civil Air Raid Shelter Cluster,Air Raid Shelter,53.207464,0.14525,JO03BE
UKBOTA,223,B/G-2607,St Georges Park Air Raid Shelter,ARS,52.605938,1.731632,JO02UO
UKBOTA,223,B/G-2608,Stadium Farm Pillbox Cluster,Pill Box Cluster,52.63426099,1.72717094,JO02UP
UKBOTA,223,B/G-2609,Stallingborough HAA Site S,Anti Aircraft Battery,53.588234,-0.213072,IO93VO
UKBOTA,223,B/G-2610,Stone in Oxney Pillbox,Pillbox,50.996009,0.765495,JO00JX
UKBOTA,223,B/G-2611,Tenterden Aux Op Base,WW2 Bunker,51.055884,0.709774,JO01IB
UKBOTA,223,B/G-2612,Thorpe Abbotts Bomb Dump,Bomb Stores,52.380577,1.1868095,JO02OJ
UKBOTA,223,B/G-2613,Uxbridge Bridge Pillbox,Pillbox,51.543261,-0.488014,IO91SN
UKBOTA,223,B/G-2614,Warden Point pillbox,Pillbox,51.415711,0.902817,JO01KJ
UKBOTA,223,B/G-2615,Warehorne Pillbox,Pillbox,51.053764,0.831691,JO01JB
UKBOTA,223,B/G-2616,Woolwich Pillbox Cluster,Pillbox,51.50899,0.094179,JO01BM
